expr_id,cond_id,stim_id,page_id,item_id,para_id,page_word_id,para_word_id,stim_word_id,exp_word_id,word,response_true
1,1,1,1,1,1,54,44,54,54,她,杨丹丹的祖父
1,1,1,1,1,1,55,45,55,55,经,杨丹丹的祖父
1,1,1,1,1,1,56,46,56,56,历,杨丹丹的祖父
1,1,1,1,1,1,57,47,57,57,了,杨丹丹的祖父
1,1,1,1,1,1,58,48,58,58,一,杨丹丹的祖父
1,1,1,1,1,1,59,49,59,59,件,杨丹丹的祖父
1,1,1,1,1,1,60,50,60,60,匪,杨丹丹的祖父
1,1,1,1,1,1,61,51,61,61,夷,杨丹丹的祖父
1,1,1,1,1,1,62,52,62,62,所,杨丹丹的祖父
1,1,1,1,1,1,63,53,63,63,思,杨丹丹的祖父
1,1,1,1,1,1,64,54,64,64,的,杨丹丹的祖父
1,1,1,1,1,1,65,55,65,65,事,杨丹丹的祖父
1,1,1,1,1,1,66,56,66,66,，,杨丹丹的祖父
1,1,1,1,1,1,67,57,67,67,她,杨丹丹的祖父
1,1,1,1,1,1,68,58,68,68,收,杨丹丹的祖父
1,1,1,1,1,1,69,59,69,69,到,杨丹丹的祖父
1,1,1,1,1,1,70,60,70,70,了,杨丹丹的祖父
1,1,1,1,1,1,71,61,71,71,一,杨丹丹的祖父
1,1,1,1,1,1,72,62,72,72,个,杨丹丹的祖父
1,1,1,1,1,1,73,63,73,73,漂,杨丹丹的祖父
1,1,1,1,1,1,74,64,74,74,流,杨丹丹的祖父
1,1,1,1,1,1,75,65,75,75,瓶,杨丹丹的祖父
1,1,1,1,1,1,76,66,76,76,！,杨丹丹的祖父
1,1,1,1,1,1,77,67,77,77,这,杨丹丹的祖父
1,1,1,1,1,1,78,68,78,78,是,杨丹丹的祖父
1,1,1,1,1,1,79,69,79,79,她,杨丹丹的祖父
1,1,1,1,1,1,80,70,80,80,的,杨丹丹的祖父
1,1,1,1,1,1,81,71,81,81,祖,杨丹丹的祖父
1,1,1,1,1,1,82,72,82,82,父,杨丹丹的祖父
1,1,1,1,1,1,83,73,83,83,一,杨丹丹的祖父
1,1,1,1,1,1,84,74,84,84,百,杨丹丹的祖父
1,1,1,1,1,1,85,75,85,85,零,杨丹丹的祖父
1,1,1,1,1,1,86,76,86,86,一,杨丹丹的祖父
1,1,1,1,1,1,87,77,87,87,年,杨丹丹的祖父
1,1,1,1,1,1,88,78,88,88,前,杨丹丹的祖父
1,1,1,1,1,1,89,79,89,89,扔,杨丹丹的祖父
1,1,1,1,1,1,90,80,90,90,进,杨丹丹的祖父
1,1,1,1,1,1,91,81,91,91,黄,杨丹丹的祖父
1,1,1,1,1,1,92,82,92,92,河,杨丹丹的祖父
1,1,1,1,1,1,93,83,93,93,里,杨丹丹的祖父
1,1,1,1,1,1,94,84,94,94,的,杨丹丹的祖父
1,1,1,1,1,1,95,85,95,95,。,杨丹丹的祖父
1,1,1,1,1,1,96,86,96,96,大,杨丹丹的祖父
1,1,1,1,1,1,97,87,97,97,家,杨丹丹的祖父
1,1,1,1,1,1,98,88,98,98,都,杨丹丹的祖父
1,1,1,1,1,1,99,89,99,99,认,杨丹丹的祖父
1,1,1,1,1,1,100,90,100,100,为,杨丹丹的祖父
1,1,1,1,1,1,101,91,101,101,这,杨丹丹的祖父
1,1,1,1,1,1,102,92,102,102,是,杨丹丹的祖父
1,1,1,1,1,1,103,93,103,103,世,杨丹丹的祖父
1,1,1,1,1,1,104,94,104,104,界,杨丹丹的祖父
1,1,1,1,1,1,105,95,105,105,上,杨丹丹的祖父
1,1,1,1,1,1,106,96,106,106,最,杨丹丹的祖父
1,1,1,1,1,1,107,97,107,107,古,杨丹丹的祖父
1,1,1,1,1,1,108,98,108,108,老,杨丹丹的祖父
1,1,1,1,1,1,109,99,109,109,的,杨丹丹的祖父
1,1,1,1,1,1,110,100,110,110,漂,杨丹丹的祖父
1,1,1,1,1,1,111,101,111,111,流,杨丹丹的祖父
1,1,1,1,1,1,112,102,112,112,瓶,杨丹丹的祖父
1,1,1,1,1,1,113,103,113,113,。,杨丹丹的祖父
1,1,1,1,1,1,114,104,114,114,该,杨丹丹的祖父
1,1,1,1,1,1,115,105,115,115,漂,杨丹丹的祖父
1,1,1,1,1,1,116,106,116,116,流,杨丹丹的祖父
1,1,1,1,1,1,117,107,117,117,瓶,杨丹丹的祖父
1,1,1,1,1,1,118,108,118,118,正,杨丹丹的祖父
1,1,1,1,1,1,119,109,119,119,在,杨丹丹的祖父
1,1,1,1,1,1,120,110,120,120,一,杨丹丹的祖父
1,1,1,1,1,1,121,111,121,121,个,杨丹丹的祖父
1,1,1,1,1,1,122,112,122,122,博,杨丹丹的祖父
1,1,1,1,1,1,123,113,123,123,物,杨丹丹的祖父
1,1,1,1,1,1,124,114,124,124,馆,杨丹丹的祖父
1,1,1,1,1,1,125,115,125,125,里,杨丹丹的祖父
1,1,1,1,1,1,126,116,126,126,面,杨丹丹的祖父
1,1,1,1,1,1,127,117,127,127,展,杨丹丹的祖父
1,1,1,1,1,1,128,118,128,128,出,杨丹丹的祖父
1,1,1,1,1,1,129,119,129,129,，,杨丹丹的祖父
1,1,1,1,1,1,130,120,130,130,博,杨丹丹的祖父
1,1,1,1,1,1,131,121,131,131,物,杨丹丹的祖父
1,1,1,1,1,1,132,122,132,132,馆,杨丹丹的祖父
1,1,1,1,1,1,133,123,133,133,方,杨丹丹的祖父
1,1,1,1,1,1,134,124,134,134,联,杨丹丹的祖父
1,1,1,1,1,1,135,125,135,135,系,杨丹丹的祖父
1,1,1,1,1,1,136,126,136,136,且,杨丹丹的祖父
1,1,1,1,1,1,137,127,137,137,告,杨丹丹的祖父
1,1,1,1,1,1,138,128,138,138,知,杨丹丹的祖父
1,1,1,1,1,1,139,129,139,139,了,杨丹丹的祖父
1,1,1,1,1,1,140,130,140,140,杨,杨丹丹的祖父
1,1,1,1,1,1,141,131,141,141,丹,杨丹丹的祖父
1,1,1,1,1,1,142,132,142,142,丹,杨丹丹的祖父
1,1,1,1,1,1,143,133,143,143,此,杨丹丹的祖父
1,1,1,1,1,1,144,134,144,144,事,杨丹丹的祖父
1,1,1,1,1,1,145,135,145,145,。,杨丹丹的祖父
1,1,1,2,2,0,0,0,146,146,“,家谱研究员
1,1,1,2,2,0,1,1,147,147,这,家谱研究员
1,1,1,2,2,0,2,2,148,148,太,家谱研究员
1,1,1,2,2,0,3,3,149,149,不,家谱研究员
1,1,1,2,2,0,4,4,150,150,可,家谱研究员
1,1,1,2,2,0,5,5,151,151,思,家谱研究员
1,1,1,2,2,0,6,6,152,152,议,家谱研究员
1,1,1,2,2,0,7,7,153,153,了,家谱研究员
1,1,1,2,2,0,8,8,154,154,，,家谱研究员
1,1,1,2,2,0,9,9,155,155,”,家谱研究员
1,1,1,2,2,0,10,10,156,156,六,家谱研究员
1,1,1,2,2,0,11,11,157,157,十,家谱研究员
1,1,1,2,2,0,12,12,158,158,二,家谱研究员
1,1,1,2,2,0,13,13,159,159,岁,家谱研究员
1,1,1,2,2,0,14,14,160,160,的,家谱研究员
1,1,1,2,2,0,15,15,161,161,杨,家谱研究员
1,1,1,2,2,0,16,16,162,162,丹,家谱研究员
1,1,1,2,2,0,17,17,163,163,丹,家谱研究员
1,1,1,2,2,0,18,18,164,164,回,家谱研究员
1,1,1,2,2,0,19,19,165,165,忆,家谱研究员
1,1,1,2,2,0,20,20,166,166,起,家谱研究员
1,1,1,2,2,0,21,21,167,167,自,家谱研究员
1,1,1,2,2,0,22,22,168,168,己,家谱研究员
1,1,1,2,2,0,23,23,169,169,得,家谱研究员
1,1,1,2,2,0,24,24,170,170,知,家谱研究员
1,1,1,2,2,0,25,25,171,171,漂,家谱研究员
1,1,1,2,2,0,26,26,172,172,流,家谱研究员
1,1,1,2,2,0,27,27,173,173,瓶,家谱研究员
1,1,1,2,2,0,28,28,174,174,消,家谱研究员
1,1,1,2,2,0,29,29,175,175,息,家谱研究员
1,1,1,2,2,0,30,30,176,176,的,家谱研究员
1,1,1,2,2,0,31,31,177,177,那,家谱研究员
1,1,1,2,2,0,32,32,178,178,一,家谱研究员
1,1,1,2,2,0,33,33,179,179,天,家谱研究员
1,1,1,2,2,0,34,34,180,180,，,家谱研究员
1,1,1,2,2,0,35,35,181,181,“,家谱研究员
1,1,1,2,2,0,36,36,182,182,再,家谱研究员
1,1,1,2,2,0,37,37,183,183,平,家谱研究员
1,1,1,2,2,0,38,38,184,184,凡,家谱研究员
1,1,1,2,2,0,39,39,185,185,不,家谱研究员
1,1,1,2,2,0,40,40,186,186,过,家谱研究员
1,1,1,2,2,0,41,41,187,187,的,家谱研究员
1,1,1,2,2,0,42,42,188,188,某,家谱研究员
1,1,1,2,2,0,43,43,189,189,一,家谱研究员
1,1,1,2,2,0,44,44,190,190,天,家谱研究员
1,1,1,2,2,0,45,45,191,191,，,家谱研究员
1,1,1,2,2,0,46,46,192,192,突,家谱研究员
1,1,1,2,2,0,47,47,193,193,然,家谱研究员
1,1,1,2,2,0,48,48,194,194,有,家谱研究员
1,1,1,2,2,0,49,49,195,195,人,家谱研究员
1,1,1,2,2,0,50,50,196,196,敲,家谱研究员
1,1,1,2,2,0,51,51,197,197,响,家谱研究员
1,1,1,2,2,0,52,52,198,198,了,家谱研究员
1,1,1,2,2,0,53,53,199,199,我,家谱研究员
1,1,1,2,2,0,54,54,200,200,的,家谱研究员
1,1,1,2,2,0,55,55,201,201,家,家谱研究员
1,1,1,2,2,0,56,56,202,202,门,家谱研究员
1,1,1,2,2,0,57,57,203,203,。,家谱研究员
1,1,1,2,2,0,58,58,204,204,他,家谱研究员
1,1,1,2,2,0,59,59,205,205,站,家谱研究员
1,1,1,2,2,0,60,60,206,206,在,家谱研究员
1,1,1,2,2,0,61,61,207,207,门,家谱研究员
1,1,1,2,2,0,62,62,208,208,口,家谱研究员
1,1,1,2,2,0,63,63,209,209,，,家谱研究员
1,1,1,2,2,0,64,64,210,210,对,家谱研究员
1,1,1,2,2,0,65,65,211,211,我,家谱研究员
1,1,1,2,2,0,66,66,212,212,说,家谱研究员
1,1,1,2,2,0,67,67,213,213,，,家谱研究员
1,1,1,2,2,0,68,68,214,214,他,家谱研究员
1,1,1,2,2,0,69,69,215,215,这,家谱研究员
1,1,1,2,2,0,70,70,216,216,边,家谱研究员
1,1,1,2,2,0,71,71,217,217,有,家谱研究员
1,1,1,2,2,0,72,72,218,218,我,家谱研究员
1,1,1,2,2,0,73,73,219,219,祖,家谱研究员
1,1,1,2,2,0,74,74,220,220,父,家谱研究员
1,1,1,2,2,0,75,75,221,221,的,家谱研究员
1,1,1,2,2,0,76,76,222,222,书,家谱研究员
1,1,1,2,2,0,77,77,223,223,信,家谱研究员
1,1,1,2,2,0,78,78,224,224,。,家谱研究员
1,1,1,2,2,0,79,79,225,225,”,家谱研究员
1,1,1,2,2,0,80,80,226,226,随,家谱研究员
1,1,1,2,2,0,81,81,227,227,后,家谱研究员
1,1,1,2,2,0,82,82,228,228,，,家谱研究员
1,1,1,2,2,0,83,83,229,229,杨,家谱研究员
1,1,1,2,2,0,84,84,230,230,丹,家谱研究员
1,1,1,2,2,0,85,85,231,231,丹,家谱研究员
1,1,1,2,2,0,86,86,232,232,从,家谱研究员
1,1,1,2,2,0,87,87,233,233,他,家谱研究员
1,1,1,2,2,0,88,88,234,234,那,家谱研究员
1,1,1,2,2,0,89,89,235,235,边,家谱研究员
1,1,1,2,2,0,90,90,236,236,得,家谱研究员
1,1,1,2,2,0,91,91,237,237,知,家谱研究员
1,1,1,2,2,0,92,92,238,238,，,家谱研究员
1,1,1,2,2,0,93,93,239,239,一,家谱研究员
1,1,1,2,2,0,94,94,240,240,个,家谱研究员
1,1,1,2,2,0,95,95,241,241,漂,家谱研究员
1,1,1,2,2,0,96,96,242,242,流,家谱研究员
1,1,1,2,2,0,97,97,243,243,瓶,家谱研究员
1,1,1,2,2,0,98,98,244,244,被,家谱研究员
1,1,1,2,2,0,99,99,245,245,意,家谱研究员
1,1,1,2,2,0,100,100,246,246,外,家谱研究员
1,1,1,2,2,0,101,101,247,247,发,家谱研究员
1,1,1,2,2,0,102,102,248,248,现,家谱研究员
1,1,1,2,2,0,103,103,249,249,，,家谱研究员
1,1,1,2,2,0,104,104,250,250,瓶,家谱研究员
1,1,1,2,2,0,105,105,251,251,中,家谱研究员
1,1,1,2,2,0,106,106,252,252,藏,家谱研究员
1,1,1,2,2,0,107,107,253,253,有,家谱研究员
1,1,1,2,2,0,108,108,254,254,一,家谱研究员
1,1,1,2,2,0,109,109,255,255,封,家谱研究员
1,1,1,2,2,0,110,110,256,256,书,家谱研究员
1,1,1,2,2,0,111,111,257,257,信,家谱研究员
1,1,1,2,2,0,112,112,258,258,，,家谱研究员
1,1,1,2,2,0,113,113,259,259,而,家谱研究员
1,1,1,2,2,0,114,114,260,260,信,家谱研究员
1,1,1,2,2,0,115,115,261,261,上,家谱研究员
1,1,1,2,2,0,116,116,262,262,赫,家谱研究员
1,1,1,2,2,0,117,117,263,263,然,家谱研究员
1,1,1,2,2,0,118,118,264,264,署,家谱研究员
1,1,1,2,2,0,119,119,265,265,着,家谱研究员
1,1,1,2,2,0,120,120,266,266,她,家谱研究员
1,1,1,2,2,0,121,121,267,267,祖,家谱研究员
1,1,1,2,2,0,122,122,268,268,父,家谱研究员
1,1,1,2,2,0,123,123,269,269,的,家谱研究员
1,1,1,2,2,0,124,124,270,270,名,家谱研究员
1,1,1,2,2,0,125,125,271,271,字,家谱研究员
1,1,1,2,2,0,126,126,272,272,。,家谱研究员
1,1,1,2,2,0,127,127,273,273,杨,家谱研究员
1,1,1,2,2,0,128,128,274,274,丹,家谱研究员
1,1,1,2,2,0,129,129,275,275,丹,家谱研究员
1,1,1,2,2,0,130,130,276,276,的,家谱研究员
1,1,1,2,2,0,131,131,277,277,这,家谱研究员
1,1,1,2,2,0,132,132,278,278,名,家谱研究员
1,1,1,2,2,0,133,133,279,279,访,家谱研究员
1,1,1,2,2,0,134,134,280,280,客,家谱研究员
1,1,1,2,2,0,135,135,281,281,是,家谱研究员
1,1,1,2,2,0,136,136,282,282,一,家谱研究员
1,1,1,2,2,0,137,137,283,283,名,家谱研究员
1,1,1,2,2,0,138,138,284,284,家,家谱研究员
1,1,1,2,2,0,139,139,285,285,谱,家谱研究员
1,1,1,2,2,0,140,140,286,286,研,家谱研究员
1,1,1,2,2,0,141,141,287,287,究,家谱研究员
1,1,1,2,2,0,142,142,288,288,员,家谱研究员
1,1,1,2,2,0,143,143,289,289,，,家谱研究员
1,1,1,2,2,0,144,144,290,290,经,家谱研究员
1,1,1,2,2,0,145,145,291,291,过,家谱研究员
1,1,1,2,2,0,146,146,292,292,一,家谱研究员
1,1,1,2,2,0,147,147,293,293,番,家谱研究员
1,1,1,2,2,0,148,148,294,294,寻,家谱研究员
1,1,1,2,2,0,149,149,295,295,访,家谱研究员
1,1,1,2,2,0,150,150,296,296,，,家谱研究员
1,1,1,2,2,0,151,151,297,297,他,家谱研究员
1,1,1,2,2,0,152,152,298,298,辗,家谱研究员
1,1,1,2,2,0,153,153,299,299,转,家谱研究员
1,1,1,2,2,0,154,154,300,300,找,家谱研究员
1,1,1,2,2,0,155,155,301,301,到,家谱研究员
1,1,1,2,2,0,156,156,302,302,了,家谱研究员
1,1,1,2,2,0,157,157,303,303,身,家谱研究员
1,1,1,2,2,0,158,158,304,304,在,家谱研究员
1,1,1,2,2,0,159,159,305,305,上,家谱研究员
1,1,1,2,2,0,160,160,306,306,海,家谱研究员
1,1,1,2,2,0,161,161,307,307,的,家谱研究员
1,1,1,2,2,0,162,162,308,308,她,家谱研究员
1,1,1,2,2,0,163,163,309,309,，,家谱研究员
1,1,1,2,2,0,164,164,310,310,尽,家谱研究员
1,1,1,2,2,0,165,165,311,311,管,家谱研究员
1,1,1,2,2,0,166,166,312,312,此,家谱研究员
1,1,1,2,2,0,167,167,313,313,时,家谱研究员
1,1,1,2,2,0,168,168,314,314,这,家谱研究员
1,1,1,2,2,0,169,169,315,315,封,家谱研究员
1,1,1,2,2,0,170,170,316,316,信,家谱研究员
1,1,1,2,2,0,171,171,317,317,早,家谱研究员
1,1,1,2,2,0,172,172,318,318,已,家谱研究员
1,1,1,2,2,0,173,173,319,319,被,家谱研究员
1,1,1,2,2,0,174,174,320,320,送,家谱研究员
1,1,1,2,2,0,175,175,321,321,往,家谱研究员
1,1,1,2,2,0,176,176,322,322,中,家谱研究员
1,1,1,2,2,0,177,177,323,323,国,家谱研究员
1,1,1,2,2,0,178,178,324,324,北,家谱研究员
1,1,1,2,2,0,179,179,325,325,部,家谱研究员
1,1,1,2,2,0,180,180,326,326,港,家谱研究员
1,1,1,2,2,0,181,181,327,327,口,家谱研究员
1,1,1,2,2,0,182,182,328,328,城,家谱研究员
1,1,1,2,2,0,183,183,329,329,市,家谱研究员
1,1,1,2,2,0,184,184,330,330,大,家谱研究员
1,1,1,2,2,0,185,185,331,331,连,家谱研究员
1,1,1,2,2,0,186,186,332,332,的,家谱研究员
1,1,1,2,2,0,187,187,333,333,海,家谱研究员
1,1,1,2,2,0,188,188,334,334,事,家谱研究员
1,1,1,2,2,0,189,189,335,335,博,家谱研究员
1,1,1,2,2,0,190,190,336,336,物,家谱研究员
1,1,1,2,2,0,191,191,337,337,馆,家谱研究员
1,1,1,2,2,0,192,192,338,338,。,家谱研究员
1,1,1,3,3,0,0,0,339,339,这,由一名叫陈实的渔夫发现
1,1,1,3,3,0,1,1,340,340,只,由一名叫陈实的渔夫发现
1,1,1,3,3,0,2,2,341,341,透,由一名叫陈实的渔夫发现
1,1,1,3,3,0,3,3,342,342,明,由一名叫陈实的渔夫发现
1,1,1,3,3,0,4,4,343,343,的,由一名叫陈实的渔夫发现
1,1,1,3,3,0,5,5,344,344,酒,由一名叫陈实的渔夫发现
1,1,1,3,3,0,6,6,345,345,瓶,由一名叫陈实的渔夫发现
1,1,1,3,3,0,7,7,346,346,在,由一名叫陈实的渔夫发现
1,1,1,3,3,0,8,8,347,347,水,由一名叫陈实的渔夫发现
1,1,1,3,3,0,9,9,348,348,中,由一名叫陈实的渔夫发现
1,1,1,3,3,0,10,10,349,349,漂,由一名叫陈实的渔夫发现
1,1,1,3,3,0,11,11,350,350,流,由一名叫陈实的渔夫发现
1,1,1,3,3,0,12,12,351,351,了,由一名叫陈实的渔夫发现
1,1,1,3,3,0,13,13,352,352,有,由一名叫陈实的渔夫发现
1,1,1,3,3,0,14,14,353,353,一,由一名叫陈实的渔夫发现
1,1,1,3,3,0,15,15,354,354,百,由一名叫陈实的渔夫发现
1,1,1,3,3,0,16,16,355,355,零,由一名叫陈实的渔夫发现
1,1,1,3,3,0,17,17,356,356,一,由一名叫陈实的渔夫发现
1,1,1,3,3,0,18,18,357,357,年,由一名叫陈实的渔夫发现
1,1,1,3,3,0,19,19,358,358,了,由一名叫陈实的渔夫发现
1,1,1,3,3,0,20,20,359,359,，,由一名叫陈实的渔夫发现
1,1,1,3,3,0,21,21,360,360,最,由一名叫陈实的渔夫发现
1,1,1,3,3,0,22,22,361,361,终,由一名叫陈实的渔夫发现
1,1,1,3,3,0,23,23,362,362,被,由一名叫陈实的渔夫发现
1,1,1,3,3,0,24,24,363,363,一,由一名叫陈实的渔夫发现
1,1,1,3,3,0,25,25,364,364,名,由一名叫陈实的渔夫发现
1,1,1,3,3,0,26,26,365,365,叫,由一名叫陈实的渔夫发现
1,1,1,3,3,0,27,27,366,366,陈,由一名叫陈实的渔夫发现
1,1,1,3,3,0,28,28,367,367,实,由一名叫陈实的渔夫发现
1,1,1,3,3,0,29,29,368,368,的,由一名叫陈实的渔夫发现
1,1,1,3,3,0,30,30,369,369,渔,由一名叫陈实的渔夫发现
1,1,1,3,3,0,31,31,370,370,夫,由一名叫陈实的渔夫发现
1,1,1,3,3,0,32,32,371,371,捕,由一名叫陈实的渔夫发现
1,1,1,3,3,0,33,33,372,372,获,由一名叫陈实的渔夫发现
1,1,1,3,3,0,34,34,373,373,，,由一名叫陈实的渔夫发现
1,1,1,3,3,0,35,35,374,374,当,由一名叫陈实的渔夫发现
1,1,1,3,3,0,36,36,375,375,时,由一名叫陈实的渔夫发现
1,1,1,3,3,0,37,37,376,376,，,由一名叫陈实的渔夫发现
1,1,1,3,3,0,38,38,377,377,他,由一名叫陈实的渔夫发现
1,1,1,3,3,0,39,39,378,378,正,由一名叫陈实的渔夫发现
1,1,1,3,3,0,40,40,379,379,驾,由一名叫陈实的渔夫发现
1,1,1,3,3,0,41,41,380,380,着,由一名叫陈实的渔夫发现
1,1,1,3,3,0,42,42,381,381,小,由一名叫陈实的渔夫发现
1,1,1,3,3,0,43,43,382,382,船,由一名叫陈实的渔夫发现
1,1,1,3,3,0,44,44,383,383,，,由一名叫陈实的渔夫发现
1,1,1,3,3,0,45,45,384,384,在,由一名叫陈实的渔夫发现
1,1,1,3,3,0,46,46,385,385,黄,由一名叫陈实的渔夫发现
1,1,1,3,3,0,47,47,386,386,河,由一名叫陈实的渔夫发现
1,1,1,3,3,0,48,48,387,387,流,由一名叫陈实的渔夫发现
1,1,1,3,3,0,49,49,388,388,经,由一名叫陈实的渔夫发现
1,1,1,3,3,0,50,50,389,389,中,由一名叫陈实的渔夫发现
1,1,1,3,3,0,51,51,390,390,国,由一名叫陈实的渔夫发现
1,1,1,3,3,0,52,52,391,391,北,由一名叫陈实的渔夫发现
1,1,1,3,3,0,53,53,392,392,部,由一名叫陈实的渔夫发现
1,1,1,3,3,0,54,54,393,393,城,由一名叫陈实的渔夫发现
1,1,1,3,3,0,55,55,394,394,市,由一名叫陈实的渔夫发现
1,1,1,3,3,0,56,56,395,395,济,由一名叫陈实的渔夫发现
1,1,1,3,3,0,57,57,396,396,南,由一名叫陈实的渔夫发现
1,1,1,3,3,0,58,58,397,397,的,由一名叫陈实的渔夫发现
1,1,1,3,3,0,59,59,398,398,河,由一名叫陈实的渔夫发现
1,1,1,3,3,0,60,60,399,399,域,由一名叫陈实的渔夫发现
1,1,1,3,3,0,61,61,400,400,作,由一名叫陈实的渔夫发现
1,1,1,3,3,0,62,62,401,401,业,由一名叫陈实的渔夫发现
1,1,1,3,3,0,63,63,402,402,。,由一名叫陈实的渔夫发现
1,1,1,3,3,0,64,64,403,403,博,由一名叫陈实的渔夫发现
1,1,1,3,3,0,65,65,404,404,物,由一名叫陈实的渔夫发现
1,1,1,3,3,0,66,66,405,405,馆,由一名叫陈实的渔夫发现
1,1,1,3,3,0,67,67,406,406,的,由一名叫陈实的渔夫发现
1,1,1,3,3,0,68,68,407,407,海,由一名叫陈实的渔夫发现
1,1,1,3,3,0,69,69,408,408,洋,由一名叫陈实的渔夫发现
1,1,1,3,3,0,70,70,409,409,与,由一名叫陈实的渔夫发现
1,1,1,3,3,0,71,71,410,410,科,由一名叫陈实的渔夫发现
1,1,1,3,3,0,72,72,411,411,学,由一名叫陈实的渔夫发现
1,1,1,3,3,0,73,73,412,412,馆,由一名叫陈实的渔夫发现
1,1,1,3,3,0,74,74,413,413,馆,由一名叫陈实的渔夫发现
1,1,1,3,3,0,75,75,414,414,长,由一名叫陈实的渔夫发现
1,1,1,3,3,0,76,76,415,415,王,由一名叫陈实的渔夫发现
1,1,1,3,3,0,77,77,416,416,刚,由一名叫陈实的渔夫发现
1,1,1,3,3,0,78,78,417,417,感,由一名叫陈实的渔夫发现
1,1,1,3,3,0,79,79,418,418,慨,由一名叫陈实的渔夫发现
1,1,1,3,3,0,80,80,419,419,地,由一名叫陈实的渔夫发现
1,1,1,3,3,0,81,81,420,420,说,由一名叫陈实的渔夫发现
1,1,1,3,3,0,82,82,421,421,，,由一名叫陈实的渔夫发现
1,1,1,3,3,0,83,83,422,422,这,由一名叫陈实的渔夫发现
1,1,1,3,3,0,84,84,423,423,是,由一名叫陈实的渔夫发现
1,1,1,3,3,0,85,85,424,424,他,由一名叫陈实的渔夫发现
1,1,1,3,3,0,86,86,425,425,所,由一名叫陈实的渔夫发现
1,1,1,3,3,0,87,87,426,426,见,由一名叫陈实的渔夫发现
1,1,1,3,3,0,88,88,427,427,过,由一名叫陈实的渔夫发现
